canonical_smiles,molecule_chembl_id,relation,standard_relation,standard_type,standard_units,standard_value,type,units,value
CCCCCCOc1c(OC)cc(Cc2cnc(N)nc2N)cc1OC,CHEMBL369211,=,=,Ratio,,30.0,Ratio,,30.0
COc1cc(Cc2cnc(N)nc2N)cc(OC)c1OCCCN1CCN(C)CC1,CHEMBL173595,=,=,IC50,nM,21.0,I50,M,2.1E-8
COc1cc(Cc2cnc(N)nc2N)cc(OC)c1OCCCN1CCN(C)CC1,CHEMBL173595,=,=,Ratio,,100.0,Ratio,,100.0
COc1cc(Cc2cnc(N)nc2N)cc(OC)c1O,CHEMBL1181,=,=,IC50,nM,11.0,I50,M,1.1E-8
COc1cc(Cc2cnc(N)nc2N)cc(OC)c1O,CHEMBL1181,=,=,Ratio,,1.0,Ratio,,1.0
COc1cc(Cc2cnc(N)nc2N)cc(OC)c1O,CHEMBL1181,=,=,Ratio,,3.0,Ratio,,3.0
Nc1ncc(Cc2cccc(O)c2)c(N)n1,CHEMBL30734,=,=,Activity,,6.47,Activity,,6.47
COc1cc(Cc2cnc(N)nc2N)cc(OC)c1OC,CHEMBL22,=,=,IC50,nM,18.0,IC50,uM,0.018
COc1ccc(CNc2ccc3nc(N)nc(N)c3c2)c(OC)c1,CHEMBL116200,=,=,IC50,nM,390.0,IC50,uM,0.39
Nc1nc(N)c2cc(NCc3cccc4c3CCCC4)ccc2n1,CHEMBL114839,=,=,IC50,nM,150.0,IC50,uM,0.15
COc1ccc(OC)c(CN(C)c2ccc3nc(N)nc(N)c3c2)c1,CHEMBL325434,=,=,IC50,nM,7.8,IC50,uM,0.0078
COc1cc(OC)c(CNc2ccc3nc(N)nc(N)c3c2)c(OC)c1,CHEMBL114058,=,=,IC50,nM,1000.0,IC50,uM,1.0
COc1ccc(CN(C)c2ccc3nc(N)nc(N)c3c2)c(OC)c1,CHEMBL115804,=,=,IC50,nM,13.0,IC50,uM,0.013
CN(Cc1cccc2c1CCCC2)c1ccc2nc(N)nc(N)c2c1,CHEMBL114354,=,=,IC50,nM,5.4,IC50,uM,0.0054
COc1cc(CNc2ccc3nc(N)nc(N)c3c2)cc(OC)c1OC,CHEMBL113999,=,=,IC50,nM,230.0,IC50,uM,0.23
COc1ccc(CN(C)c2ccc3nc(N)nc(N)c3c2)c(OC)c1OC,CHEMBL117750,=,=,IC50,nM,8.1,IC50,uM,0.0081
COc1cc(CNc2ccc3nc(N)nc(N)c3c2)cc(OC)c1,CHEMBL116815,=,=,IC50,nM,420.0,IC50,uM,0.42
COc1ccc(CNc2ccc3nc(N)nc(N)c3c2)c(OC)c1OC,CHEMBL116637,=,=,IC50,nM,410.0,IC50,uM,0.41
COc1ccc(OC)c(CNc2ccc3nc(N)nc(N)c3c2)c1,CHEMBL116816,=,=,IC50,nM,420.0,IC50,uM,0.42
COc1cc(CN(C)c2ccc3nc(N)nc(N)c3c2)cc(OC)c1,CHEMBL113816,=,=,IC50,nM,2.8,IC50,uM,0.0028
Nc1nc(N)c2cc(NCc3ccccc3)ccc2n1,CHEMBL115474,=,=,IC50,nM,510.0,IC50,uM,0.51
COc1cc(NCc2ccc3nc(N)nc(N)c3c2C)cc(OC)c1OC,CHEMBL119,=,=,IC50,nM,10.0,IC50,uM,0.01
COc1cc(OC)c(OC)cc1CNc1ccc2nc(N)nc(N)c2c1,CHEMBL114833,=,=,IC50,nM,140.0,IC50,uM,0.14
CN(Cc1cnc2nc(N)nc(N)c2n1)c1ccc(C(=O)N[C@@H](CCC(=O)O)C(=O)O)cc1,CHEMBL34259,<,<,Kd,nM,1.0,Kd,nM,1.0
Cc1cc(N(C)C)nc2c(C)cc(Cc3cnc(N)nc3N)cc12,CHEMBL57318,=,=,IC50,nM,7.7,I50,M,7.7E-9
COc1cc(Cc2cnc(N)nc2N)cc(OC)c1OC,CHEMBL22,=,=,IC50,nM,5.0,I50,M,5E-9
Cc1cc(N(C)C)nc2ccc(Cc3cnc(N)nc3N)cc12,CHEMBL291721,=,=,IC50,nM,33.0,I50,M,3.3E-8
NC(=O)c1ccc[n+]([C@H]2O[C@@H](COP(=O)([O-])OP(=O)(O)OC[C@H]3O[C@@H](n4cnc5c(N)ncnc54)[C@H](OP(=O)(O)O)[C@@H]3O)[C@H](O)[C@@H]2O)c1,CHEMBL2364573,=,=,Kd,nM,380.0,Kd,uM,0.38
NC(=O)c1ccc[n+]([C@H]2O[C@@H](COP(=O)([O-])OP(=O)(O)OC[C@H]3O[C@@H](n4cnc5c(N)ncnc54)[C@H](OP(=O)(O)O)[C@@H]3O)[C@H](O)[C@@H]2O)c1,CHEMBL2364573,=,=,Kd,nM,340.0,Kd,uM,0.34
NC(=O)c1ccc[n+]([C@H]2O[C@@H](COP(=O)([O-])OP(=O)(O)OC[C@H]3O[C@@H](n4cnc5c(N)ncnc54)[C@H](OP(=O)(O)O)[C@@H]3O)[C@H](O)[C@@H]2O)c1,CHEMBL2364573,=,=,Kd,nM,220.0,Kd,uM,0.22
NC(=O)c1ccc[n+]([C@H]2O[C@@H](COP(=O)([O-])OP(=O)(O)OC[C@H]3O[C@@H](n4cnc5c(N)ncnc54)[C@H](OP(=O)(O)O)[C@@H]3O)[C@H](O)[C@@H]2O)c1,CHEMBL2364573,=,=,Kd,nM,490.0,Kd,uM,0.49
NC(=O)c1ccc[n+]([C@H]2O[C@@H](COP(=O)([O-])OP(=O)(O)OC[C@H]3O[C@@H](n4cnc5c(N)ncnc54)[C@H](OP(=O)(O)O)[C@@H]3O)[C@H](O)[C@@H]2O)c1,CHEMBL2364573,=,=,Kd,nM,400.0,Kd,uM,0.4
NC(=O)c1ccc[n+]([C@H]2O[C@@H](COP(=O)([O-])OP(=O)(O)OC[C@H]3O[C@@H](n4cnc5c(N)ncnc54)[C@H](OP(=O)(O)O)[C@@H]3O)[C@H](O)[C@@H]2O)c1,CHEMBL2364573,=,=,Kd,nM,300.0,Kd,uM,0.3
Nc1nc(O)c2c(n1)NCC(CNc1ccc(C(=O)N[C@@H](CCC(=O)O)C(=O)O)cc1)N2,CHEMBL2021342,=,=,Kd,nM,60.0,Kd,uM,0.06
Nc1nc(O)c2c(n1)NCC(CNc1ccc(C(=O)N[C@@H](CCC(=O)O)C(=O)O)cc1)N2,CHEMBL2021342,=,=,Kd,nM,300.0,Kd,uM,0.3
Nc1nc(O)c2c(n1)NCC(CNc1ccc(C(=O)N[C@@H](CCC(=O)O)C(=O)O)cc1)N2,CHEMBL2021342,=,=,Kd,nM,300.0,Kd,uM,0.3
Cc1nc2nc(N)nc(N)c2nc1C,CHEMBL29143,=,=,k_on,M-1.s-1,12000000.0,Kon,M-1 s-1,12000000.0
Cc1nc2nc(N)nc(N)c2nc1C,CHEMBL29143,=,=,k_off,s-1,35.0,Koff,s-1,35.0
Cc1nc2nc(N)nc(N)c2nc1C,CHEMBL29143,=,=,Kr,s-1,24.0,Kr,s-1,24.0
Cc1nc2nc(N)nc(N)c2nc1C,CHEMBL29143,=,=,k_on,M-1.s-1,6800000.0,Kon,M-1 s-1,6800000.0
Cc1nc2nc(N)nc(N)c2nc1C,CHEMBL29143,=,=,k_off,s-1,25.0,Koff,s-1,25.0
Cc1nc2nc(N)nc(N)c2nc1C,CHEMBL29143,=,=,Kr,s-1,25.0,Kr,s-1,25.0
Cc1nc2nc(N)nc(N)c2nc1C,CHEMBL29143,=,=,Kd,nM,1600.0,Kd,uM,1.6
Cc1nc2nc(N)nc(N)c2nc1C,CHEMBL29143,=,=,Kd,nM,3900.0,Kd,uM,3.9
Cc1nc2nc(N)nc(N)c2nc1C,CHEMBL29143,=,=,Ki,nM,44.0,Ki,uM,0.044
Cc1nc2nc(N)nc(N)c2nc1C,CHEMBL29143,=,=,Ki,nM,57.0,Ki,uM,0.057
Cc1nc2nc(N)nc(N)c2nc1C,CHEMBL29143,=,=,Ki,nM,9100.0,Ki,uM,9.1
Nc1nc(=O)c2c([nH]1)NCC(CNc1ccc(C(=O)N[C@@H](CCC(=O)O)C(=O)O)cc1)=N2,CHEMBL46294,=,=,Kd,nM,210.0,Kd,uM,0.21
Nc1nc(=O)c2c([nH]1)NCC(CNc1ccc(C(=O)N[C@@H](CCC(=O)O)C(=O)O)cc1)=N2,CHEMBL46294,=,=,Kd,nM,2600.0,Kd,uM,2.6
Nc1nc(=O)c2c([nH]1)NCC(CNc1ccc(C(=O)N[C@@H](CCC(=O)O)C(=O)O)cc1)=N2,CHEMBL46294,=,=,Kd,nM,6600.0,Kd,uM,6.6
Nc1nc(=O)c2c([nH]1)NCC(CNc1ccc(C(=O)N[C@@H](CCC(=O)O)C(=O)O)cc1)=N2,CHEMBL46294,=,=,Kd,nM,240.0,Kd,uM,0.24
Nc1nc(=O)c2c([nH]1)NCC(CNc1ccc(C(=O)N[C@@H](CCC(=O)O)C(=O)O)cc1)=N2,CHEMBL46294,=,=,Kd,nM,2900.0,Kd,uM,2.9
Nc1nc(=O)c2c([nH]1)NCC(CNc1ccc(C(=O)N[C@@H](CCC(=O)O)C(=O)O)cc1)=N2,CHEMBL46294,=,=,Kd,nM,6200.0,Kd,uM,6.2
COc1cc(Cc2cnc(N)nc2N)cc2c(N(C)C)cc(C)nc12,CHEMBL58366,=,=,IC50,nM,35.0,I50,M,3.5E-8
Nc1nc(=O)c2nc(CNc3ccc(C(=O)N[C@@H](CCC(=O)O)C(=O)O)cc3)cnc2[nH]1,CHEMBL1622,=,=,Kd,nM,810.0,Kd,uM,0.81
Nc1nc(=O)c2nc(CNc3ccc(C(=O)N[C@@H](CCC(=O)O)C(=O)O)cc3)cnc2[nH]1,CHEMBL1622,=,=,Kd,nM,4400.0,Kd,uM,4.4
Nc1nc(=O)c2nc(CNc3ccc(C(=O)N[C@@H](CCC(=O)O)C(=O)O)cc3)cnc2[nH]1,CHEMBL1622,=,=,Kd,nM,4800.0,Kd,uM,4.8
Cc1cc(N2CCOCC2)nc2cc(Cc3cnc(N)nc3N)ccc12,CHEMBL56325,=,=,IC50,nM,88.0,I50,M,8.8E-8
COc1cc(C)c2ccc(Cc3cnc(N)nc3N)cc2n1,CHEMBL294377,=,=,IC50,nM,110.0,I50,M,1.1E-7
CN(Cc1cnc2nc(N)nc(N)c2n1)c1ccc(C(=O)N[C@@H](CCC(=O)O)C(=O)O)cc1,CHEMBL34259,=,=,k_on,M-1.s-1,36000000.0,Kon,M-1 s-1,36000000.0
CN(Cc1cnc2nc(N)nc(N)c2n1)c1ccc(C(=O)N[C@@H](CCC(=O)O)C(=O)O)cc1,CHEMBL34259,=,=,k_off,s-1,12.0,Koff,s-1,12.0
CN(Cc1cnc2nc(N)nc(N)c2n1)c1ccc(C(=O)N[C@@H](CCC(=O)O)C(=O)O)cc1,CHEMBL34259,=,=,Kr,s-1,0.0051,Kr,s-1,0.0051
CN(Cc1cnc2nc(N)nc(N)c2n1)c1ccc(C(=O)N[C@@H](CCC(=O)O)C(=O)O)cc1,CHEMBL34259,=,=,k_on,M-1.s-1,11000000.0,Kon,M-1 s-1,11000000.0
CN(Cc1cnc2nc(N)nc(N)c2n1)c1ccc(C(=O)N[C@@H](CCC(=O)O)C(=O)O)cc1,CHEMBL34259,=,=,k_off,s-1,26.0,Koff,s-1,26.0
CN(Cc1cnc2nc(N)nc(N)c2n1)c1ccc(C(=O)N[C@@H](CCC(=O)O)C(=O)O)cc1,CHEMBL34259,=,=,Kr,s-1,0.2,Kr,s-1,0.2
CN(Cc1cnc2nc(N)nc(N)c2n1)c1ccc(C(=O)N[C@@H](CCC(=O)O)C(=O)O)cc1,CHEMBL34259,=,=,k_on,M-1.s-1,150000.0,Kon,M-1 s-1,150000.0
CN(Cc1cnc2nc(N)nc(N)c2n1)c1ccc(C(=O)N[C@@H](CCC(=O)O)C(=O)O)cc1,CHEMBL34259,=,=,k_off,s-1,26.0,Koff,s-1,26.0
CN(Cc1cnc2nc(N)nc(N)c2n1)c1ccc(C(=O)N[C@@H](CCC(=O)O)C(=O)O)cc1,CHEMBL34259,=,=,Kr,s-1,0.048,Kr,s-1,0.048
CN(Cc1cnc2nc(N)nc(N)c2n1)c1ccc(C(=O)N[C@@H](CCC(=O)O)C(=O)O)cc1,CHEMBL34259,=,=,Kd,nM,0.023,Kd,uM,0.000023
CN(Cc1cnc2nc(N)nc(N)c2n1)c1ccc(C(=O)N[C@@H](CCC(=O)O)C(=O)O)cc1,CHEMBL34259,=,=,Kd,nM,2.3,Kd,uM,0.0023
CN(Cc1cnc2nc(N)nc(N)c2n1)c1ccc(C(=O)N[C@@H](CCC(=O)O)C(=O)O)cc1,CHEMBL34259,=,=,Kd,nM,3.2,Kd,uM,0.0032
CN(Cc1cnc2nc(N)nc(N)c2n1)c1ccc(C(=O)N[C@@H](CCC(=O)O)C(=O)O)cc1,CHEMBL34259,=,=,Kd,nM,0.096,Kd,uM,0.000096
CN(Cc1cnc2nc(N)nc(N)c2n1)c1ccc(C(=O)N[C@@H](CCC(=O)O)C(=O)O)cc1,CHEMBL34259,=,=,Kd,nM,140.0,Kd,uM,0.14
CN(Cc1cnc2nc(N)nc(N)c2n1)c1ccc(C(=O)N[C@@H](CCC(=O)O)C(=O)O)cc1,CHEMBL34259,=,=,Kd,nM,84.0,Kd,uM,0.084
CN(Cc1cnc2nc(N)nc(N)c2n1)c1ccc(C(=O)N[C@@H](CCC(=O)O)C(=O)O)cc1,CHEMBL34259,=,=,Kd,nM,31.0,Kd,uM,0.031
CN(Cc1cnc2nc(N)nc(N)c2n1)c1ccc(C(=O)N[C@@H](CCC(=O)O)C(=O)O)cc1,CHEMBL34259,=,=,Kd,nM,1700.0,Kd,uM,1.7
CN(Cc1cnc2nc(N)nc(N)c2n1)c1ccc(C(=O)N[C@@H](CCC(=O)O)C(=O)O)cc1,CHEMBL34259,=,=,Kd,nM,1100.0,Kd,uM,1.1
CN(Cc1cnc2nc(N)nc(N)c2n1)c1ccc(C(=O)N[C@@H](CCC(=O)O)C(=O)O)cc1,CHEMBL34259,=,=,Kf,s-1,170.0,Kf,s-1,170.0
CN(Cc1cnc2nc(N)nc(N)c2n1)c1ccc(C(=O)N[C@@H](CCC(=O)O)C(=O)O)cc1,CHEMBL34259,=,=,Ki,nM,330.0,Ki,uM,0.33
CN(Cc1cnc2nc(N)nc(N)c2n1)c1ccc(C(=O)N[C@@H](CCC(=O)O)C(=O)O)cc1,CHEMBL34259,=,=,Kiso,,33000.0,Kiso,,33000.0
CN(Cc1cnc2nc(N)nc(N)c2n1)c1ccc(C(=O)N[C@@H](CCC(=O)O)C(=O)O)cc1,CHEMBL34259,=,=,Keq,,0.72,Keq,,0.72
CN(Cc1cnc2nc(N)nc(N)c2n1)c1ccc(C(=O)N[C@@H](CCC(=O)O)C(=O)O)cc1,CHEMBL34259,=,=,Kf,s-1,1080.0,Kf,s-1,1080.0
CN(Cc1cnc2nc(N)nc(N)c2n1)c1ccc(C(=O)N[C@@H](CCC(=O)O)C(=O)O)cc1,CHEMBL34259,=,=,Ki,nM,2400.0,Ki,uM,2.4
CN(Cc1cnc2nc(N)nc(N)c2n1)c1ccc(C(=O)N[C@@H](CCC(=O)O)C(=O)O)cc1,CHEMBL34259,=,=,Kiso,,5400.0,Kiso,,5400.0
CN(Cc1cnc2nc(N)nc(N)c2n1)c1ccc(C(=O)N[C@@H](CCC(=O)O)C(=O)O)cc1,CHEMBL34259,=,=,keq,,0.24,keq,,0.24
CN(Cc1cnc2nc(N)nc(N)c2n1)c1ccc(C(=O)N[C@@H](CCC(=O)O)C(=O)O)cc1,CHEMBL34259,=,=,Kf,s-1,21000.0,Kf,s-1,21000.0
CN(Cc1cnc2nc(N)nc(N)c2n1)c1ccc(C(=O)N[C@@H](CCC(=O)O)C(=O)O)cc1,CHEMBL34259,=,=,Ki,nM,170000.0,Ki,uM,170.0
CN(Cc1cnc2nc(N)nc(N)c2n1)c1ccc(C(=O)N[C@@H](CCC(=O)O)C(=O)O)cc1,CHEMBL34259,=,=,Kiso,,440000.0,Kiso,,440000.0
CN(Cc1cnc2nc(N)nc(N)c2n1)c1ccc(C(=O)N[C@@H](CCC(=O)O)C(=O)O)cc1,CHEMBL34259,=,=,keq,,0.14,keq,,0.14
Cc1cc(N2CCOCC2)nc2c(C)cc(Cc3cnc(N)nc3N)cc12,CHEMBL412659,=,=,IC50,nM,7.5,I50,M,7.5E-9
CCCCCc1cc(OC)c2cc(Cc3cnc(N)nc3N)cc(OC)c2n1,CHEMBL294655,<,<,IC50,nM,2.0,I50,M,2E-9
COc1cc(C)c2cc(Cc3cnc(N)nc3N)cc(C)c2n1,CHEMBL60486,=,=,IC50,nM,5.2,I50,M,5.2E-9
COc1cc(C)nc2c(OC)cc(Cc3cnc(N)nc3N)cc12,CHEMBL56719,=,=,IC50,nM,3.1,I50,M,3.1E-9
CCc1cc(Cc2c(N)nc(N)nc2SC)cc(CC)c1OC,CHEMBL150683,>,>,IC50,nM,40000.0,I50,M,0.00004
COc1cc(Cc2c(N)nc(N)nc2Cl)cc(OC)c1OC,CHEMBL150699,=,=,IC50,nM,0.0,I50,M,0.0
CC(=O)Nc1ccc(Cc2cnc(N)nc2N)cc1,CHEMBL19113,=,=,Log 1/Ki app,,6.89,Log 1/Ki app,,6.89
CS(=O)(=O)Oc1cccc(Cc2cnc(N)nc2N)c1,CHEMBL434787,=,=,Log 1/Ki app,,6.92,Log 1/Ki app,,6.92
NC1=NCC(Cc2cccc(OCc3ccccc3)c2)C(N)=N1,CHEMBL325482,=,=,Ki,nM,102.33,Log 1/Ki,,6.99
CCCCCCCOc1ccc(CC2CN=C(N)N=C2N)cc1,CHEMBL333951,=,=,Ki,nM,2511.89,Log 1/Ki,,5.6
CCCCCCCCOc1c(OC)cc(CC2CN=C(N)N=C2N)cc1OC,CHEMBL118560,=,=,Ki,nM,13.49,Log 1/Ki,,7.87
COc1cc(CC2CN=C(N)N=C2N)ccc1O,CHEMBL333024,=,=,Ki,nM,28.84,Log 1/Ki,,7.54
CCCCOc1cccc(CC2CN=C(N)N=C2N)c1,CHEMBL120348,=,=,Ki,nM,151.36,Log 1/Ki,,6.82
Nc1ccc(Cc2cnc(N)nc2N)cc1,CHEMBL19672,=,=,Log 1/Ki app,,6.3,Log 1/Ki app,,6.3
Nc1ncc(Cc2ccc(F)cc2)c(N)n1,CHEMBL19780,=,=,Log 1/Ki app,,6.35,Log 1/Ki app,,6.35
COc1cc(CC2CN=C(N)N=C2N)ccc1Cc1ccccc1,CHEMBL115428,=,=,Ki,nM,29.51,Log 1/Ki,,7.53
COc1cc(Cc2c(N)nc(N)nc2-c2ccccc2)cc(OC)c1O,CHEMBL150248,=,=,IC50,nM,2000.0,I50,M,0.000002
CCCCCCOc1ccc(Cc2cnc(N)nc2N)cc1,CHEMBL31912,=,=,Log 1/Ki app,,6.07,Log 1/Ki app,,6.07
COCCOc1ccc(Cc2cnc(N)nc2N)cc1,CHEMBL418584,=,=,Log 1/Ki app,,6.4,Log 1/Ki app,,6.4
CCCCOc1ccc(Cc2cnc(N)nc2N)cc1,CHEMBL32793,=,=,Log 1/Ki app,,6.89,Log 1/Ki app,,6.89
COc1c(C)cc(CC2CN=C(N)N=C2N)cc1C,CHEMBL326377,=,=,Ki,nM,18.2,Log 1/Ki,,7.74
NC1=NCC(Cc2ccc(OC(F)(F)F)cc2)C(N)=N1,CHEMBL325907,=,=,Ki,nM,269.15,Log 1/Ki,,6.57
CCCCCCOc1cccc(CC2CN=C(N)N=C2N)c1,CHEMBL122122,=,=,Ki,nM,138.04,Log 1/Ki,,6.86
COc1c(C(C)(C)C)cc(Cc2c(N)nc(N)nc2N)cc1C(C)(C)C,CHEMBL439995,=,=,IC50,nM,60000.0,I50,M,0.00006
COc1ccc(CC2CN=C(N)N=C2N)cc1OCc1ccccc1,CHEMBL118909,=,=,Ki,nM,21.88,Log 1/Ki,,7.66
COc1cc(Cc2c(N)nc(N)nc2OC)cc(OC)c1OC,CHEMBL150700,>,>,IC50,nM,450000.0,I50,M,0.00045
Nc1ncc(Cc2cccc(C(F)(F)F)c2)c(N)n1,CHEMBL19790,=,=,Log 1/Ki app,,7.02,Log 1/Ki app,,7.02
COCCOc1c(OC)cc(Cc2cnc(N)nc2N)cc1OC,CHEMBL32039,=,=,Log 1/Ki app,,8.35,Log 1/Ki app,,8.35
CN(C)c1ccc(CC2CN=C(N)N=C2N)cc1,CHEMBL333022,=,=,Ki,nM,165.96,Log 1/Ki,,6.78
COc1cc(CC2CN=C(N)N=C2N)cc(OC)c1OC,CHEMBL331292,=,=,Ki,nM,1.349,Log 1/Ki,,8.87
NC1=NCC(Cc2cc(CO)cc(CO)c2)C(N)=N1,CHEMBL120034,=,=,Ki,nM,489.78,Log 1/Ki,,6.31
Cc1cc(C)cc(CC2CN=C(N)N=C2N)c1,CHEMBL331415,=,=,Ki,nM,91.2,Log 1/Ki,,7.04
COc1cc(CC2CN=C(N)N=C2N)cc(OC)c1C,CHEMBL119640,=,=,Ki,nM,2.692,Log 1/Ki,,8.57
NC1=NCC(Cc2ccc(F)cc2)C(N)=N1,CHEMBL118548,=,=,Ki,nM,446.68,Log 1/Ki,,6.35
C/C(=C\c1coc2nc(N)nc(N)c12)c1ccc(C(=O)N[C@@H](CCC(=O)O)C(=O)O)cc1,CHEMBL2092925,=,=,IC50,nM,11000.0,IC50,uM,11.0
COc1cc(Cc2c(N)nc(N)nc2N(C)C)cc(OC)c1OC,CHEMBL150017,=,=,IC50,nM,4500000.0,I50,M,0.0045
Cc1ccc(Cc2cnc(N)nc2N)cc1,CHEMBL416177,=,=,Log 1/Ki app,,6.48,Log 1/Ki app,,6.48
Nc1ncc(Cc2ccc(Br)cc2)c(N)n1,CHEMBL19293,=,=,Log 1/Ki app,,6.82,Log 1/Ki app,,6.82
NC1=NCC(Cc2cc(O)cc(O)c2)C(N)=N1,CHEMBL330884,=,=,Ki,nM,912010.84,Log 1/Ki,,3.04
CCCCCCCCOc1cccc(CC2CN=C(N)N=C2N)c1,CHEMBL119080,=,=,Ki,nM,562.34,Log 1/Ki,,6.25
CCCCCCCOc1cccc(Cc2cnc(N)nc2N)c1,CHEMBL285209,=,=,Log 1/Ki app,,6.39,Log 1/Ki app,,6.39
CCCCOCc1cccc(Cc2cnc(N)nc2N)c1,CHEMBL281760,=,=,Log 1/Ki app,,6.55,Log 1/Ki app,,6.55
COCc1cccc(Cc2cnc(N)nc2N)c1,CHEMBL31462,=,=,Log 1/Ki app,,6.59,Log 1/Ki app,,6.59
CCCOc1cc(Cc2cnc(N)nc2N)cc(OCCC)c1,CHEMBL56468,=,=,Log 1/Ki app,,8.8,Log 1/Ki app,,8.8
NC1=NCC(Cc2cccc(I)c2)C(N)=N1,CHEMBL331685,=,=,Ki,nM,58.88,Log 1/Ki,,7.23
CCCCOCc1cccc(CC2CN=C(N)N=C2N)c1,CHEMBL332292,=,=,Ki,nM,281.84,Log 1/Ki,,6.55
NC1=NCC(Cc2ccc(Br)cc2)C(N)=N1,CHEMBL326266,=,=,Ki,nM,151.36,Log 1/Ki,,6.82
CCCCCCOc1c(OC)cc(CC2CN=C(N)N=C2N)cc1OC,CHEMBL333852,=,=,Ki,nM,13.49,Log 1/Ki,,7.87
C/C(=C/c1coc2nc(N)nc(N)c12)c1ccc(C(=O)N[C@@H](CCC(=O)O)C(=O)O)cc1.C/C(=C\c1coc2nc(N)nc(N)c12)c1ccc(C(=O)N[C@@H](CCC(=O)O)C(=O)O)cc1,CHEMBL1237205,=,=,IC50,nM,1100.0,IC50,uM,1.1
COc1ccc(Cc2cnc(N)nc2N)cc1OC,CHEMBL19633,=,=,IC50,nM,100.0,I50,M,1E-7
Cc1cc(C)cc(Cc2cnc(N)nc2N)c1,CHEMBL56602,=,=,Log 1/Ki app,,8.05,Log 1/Ki app,,8.05
Cc1cc(CC2CN=C(N)N=C2N)cc(C)c1O,CHEMBL118561,=,=,Ki,nM,27.54,Log 1/Ki,,7.56
NC1=NCC(Cc2ccc3c(c2)OCCO3)C(N)=N1,CHEMBL119204,=,=,Ki,nM,74.13,Log 1/Ki,,7.13
COc1cc(CC2CN=C(N)N=C2N)cc(OC)c1,CHEMBL118262,=,=,Ki,nM,4.169,Log 1/Ki,,8.38
Nc1ncc(Cc2ccc(OC(F)(F)F)cc2)c(N)n1,CHEMBL19771,=,=,Log 1/Ki app,,6.57,Log 1/Ki app,,6.57
COc1ccc(Cc2cnc(N)nc2N)cc1OCc1ccccc1,CHEMBL291931,=,=,Log 1/Ki app,,10.01,Log 1/Ki app,,10.01
COCCOc1cccc(CC2CN=C(N)N=C2N)c1,CHEMBL115427,=,=,Ki,nM,295.12,Log 1/Ki,,6.53
CCCOc1cc(CC2CN=C(N)N=C2N)cc(OCCC)c1,CHEMBL119421,=,=,Ki,nM,38.9,Log 1/Ki,,7.41
NC1=NCC(Cc2cccc(F)c2)C(N)=N1,CHEMBL119948,=,=,Ki,nM,588.84,Log 1/Ki,,6.23
CC(=O)Nc1ccc(Cc2cnc(N)nc2N)cc1[N+](=O)[O-],CHEMBL18912,=,=,Log 1/Ki app,,6.97,Log 1/Ki app,,6.97
CS(=O)(=O)Oc1ccc(Cc2cnc(N)nc2N)cc1,CHEMBL298955,=,=,Log 1/Ki app,,8.15,Log 1/Ki app,,8.15
Cc1ccc(CC2CN=C(N)N=C2N)cc1,CHEMBL119230,=,=,Ki,nM,331.13,Log 1/Ki,,6.48
COc1cc2c(cc1OC)C(c1cnc(N)nc1N)CC2,CHEMBL346871,=,=,IC50,nM,1400.0,I50,M,0.0000014
Cc1cccc(Cc2cnc(N)nc2N)c1,CHEMBL19406,=,=,Log 1/Ki app,,6.7,Log 1/Ki app,,6.7
CCCOc1cc(Cc2cnc(N)nc2N)cc(Br)c1OC,CHEMBL122883,=,=,Log 1/Ki app,,8.96,Log 1/Ki app,,8.96
COc1ccc(Cc2cnc(N)nc2N)cc1OS(C)(=O)=O,CHEMBL300114,=,=,Log 1/Ki app,,8.96,Log 1/Ki app,,8.96
NC1=NCC(Cc2ccc(OCc3ccccc3)cc2)C(N)=N1,CHEMBL119476,=,=,Ki,nM,128.82,Log 1/Ki,,6.89
Nc1ncc(Cc2ccc(OCc3ccccc3)cc2)c(N)n1,CHEMBL56146,=,=,Log 1/Ki app,,8.7,Log 1/Ki app,,8.7
COc1c(I)cc(CC2CN=C(N)N=C2N)cc1I,CHEMBL323889,=,=,Ki,nM,1.514,Log 1/Ki,,8.82
COc1cc(CC2CN=C(N)N=C2N)cc(OC)c1N(C)C,CHEMBL333752,=,=,Ki,nM,19.5,Log 1/Ki,,7.71
NC1=NCC(Cc2ccc(Cl)cc2)C(N)=N1,CHEMBL326245,=,=,Ki,nM,354.81,Log 1/Ki,,6.45
COCCc1c(OC)cc(CC2CN=C(N)N=C2N)cc1OC,CHEMBL117390,=,=,Ki,nM,4.467,Log 1/Ki,,8.35
Nc1ncc(Cc2ccc(Cl)cc2)c(N)n1,CHEMBL280884,=,=,Log 1/Ki app,,6.45,Log 1/Ki app,,6.45
COCc1cccc(CC2CN=C(N)N=C2N)c1,CHEMBL119601,=,=,Ki,nM,257.04,Log 1/Ki,,6.59
NC1=NCC(Cc2ccc([N+](=O)[O-])cc2)C(N)=N1,CHEMBL118761,=,=,Ki,nM,630.96,Log 1/Ki,,6.2
COCCC(=O)c1ccc(CC2CN=C(N)N=C2N)cc1C(=O)CCOC,CHEMBL118515,=,=,Ki,nM,60.26,Log 1/Ki,,7.22
NC1=NCC(Cc2ccc(O)cc2)C(N)=N1,CHEMBL116570,=,=,Ki,nM,354.81,Log 1/Ki,,6.45
CC(Cc1coc2nc(N)nc(N)c12)c1ccc(C(=O)N[C@@H](CCC(=O)O)C(=O)O)cc1,CHEMBL430872,=,=,IC50,nM,1100.0,IC50,uM,1.1
